date,t,volume,seares,sea,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,S2,S,CIMF1,CIMF2,CIMF3,CIMF4,CIMF5,CIMF6,IMF1,IMF2,IMF3,IMF4,IMF5,IMF6,emdres,SSA1,SSA2,SSA3,SSA4,SSA5,SSA6,SSA7,SSA8,SSA9,SSA10,SSA11,SSA12,WD1,WD2,WD3,WD4,WD5,WD6,WD7,CE1,CE2,CE3,CE4,CE5,CE6,CE7,EE1,EE2,EE3,EE4,EE5,EE6,EE7,E1,E2,E3,E4
2006/11/30,11,52339,43337.4688,9001.531201,-1485.399583,-5215.225984,17961.06805,12634.42214,-5237.937772,-12875.0087,-7538.068089,-5664.608067,-7946.07977,6920.31367,9054.461806,-778.7337428,0,9130.845941,-1333.023046,813.8297271,-1090.820111,365.3707585,832.1979388,43749.91353,1625.334853,7322.131428,-118.634969,-376.8144703,626.2708137,43260.71234,50713.66515,,,,,,,,,,,,,-2062.655168,7768.37785,5074.552088,-4280.597742,957.4909334,931.0433838,43950.80479,3422.917767,3187.856427,663.622916,21.02607821,220.8151828,44822.76163,,3458.764625,3423.117639,537.1597453,718.1881574,1333.307081,31795.44683,11084.8726,,,,
2006/12/31,12,43302,46859.43189,-3557.431888,-1354.321973,-5000.451089,17866.82183,12971.6619,-5214.177759,-13033.08304,-7698.082319,-5765.060927,-8141.545351,6657.921304,9069.851341,-507.7495285,0,-266.3052322,1640.088158,1713.787388,-1211.891505,230.0285422,761.2259591,43726.19335,-7669.330286,8152.77931,-633.5309914,-436.2859357,618.4075092,43269.96039,50971.33029,,,,,,,,,,,,,-760.611503,-4593.610586,7516.711408,-4189.620336,525.607555,866.5752932,43936.92795,-5946.878574,2064.258443,2511.153638,-96.49297789,8.356046405,44761.60342,,-5946.830691,3036.720095,1438.231004,642.0161575,1284.597648,31779.29152,11085.32907,,,,
2007/1/31,13,41185,43018.8472,-1833.847197,,,,,,,,,,,,,,,-1598.658627,1378.520689,-1247.970072,97.4638647,686.9572702,43702.53408,-9066.629288,8058.900484,-1200.692227,-495.8339149,609.6408147,43279.61413,50251.62929,,,,,,,,,,,,,4576.453825,-12481.20868,7981.930816,-3709.759152,93.55680256,801.2435276,43922.74025,-7780.506315,862.1423868,3808.006896,-202.4211697,-200.6224944,44698.4007,,-7820.931434,2462.108195,1902.826173,546.2131384,1233.310004,31762.30971,11085.84522,,,,
2007/2/28,14,40448,42504.68848,-2056.688483,,,,,,,,,,,,,,,-929.4642103,384.6033366,-1210.31245,-29.32288757,610.1985966,43678.98609,-9224.387456,8220.011262,-1883.385346,-553.8729269,599.9636454,43289.67082,49672.38746,,,,,,,,,,,,,-5125.655994,-2339.008817,6501.372536,-2904.72004,-327.9800864,735.4206364,43908.55678,-8607.258735,1194.804109,3915.955384,-288.5900455,-400.4392267,44633.52852,,-8629.240231,3157.910426,1480.193167,432.1067563,1180.216156,31744.56576,11086.42314,,,,
2007/3/31,15,56998,41731.26566,15266.73434,,,,,,,,,,,,,,,-654.3556109,-540.2973456,-1113.286229,-148.1515961,531.7566629,43655.59978,8817.616445,7529.561455,-2629.640694,-609.0337155,589.3687737,43300.12774,48180.38356,,,,,,,,,,,,,1244.366715,10198.53929,3594.282807,-1873.831305,-728.8546944,669.4994404,43894.05753,8458.878344,2090.411014,2822.59449,-355.5549706,-585.6927055,44567.36383,,8467.069173,4005.514682,273.0027473,304.8667887,1126.079685,31726.12259,11087.06495,,,,
2007/4/30,16,51742,42864.83507,8877.164931,,,,,,,,,,,,,,,786.5802196,-778.5077026,-970.3886403,-257.7125057,452.4381936,43632.42551,6893.474648,4946.456737,-3326.763838,-659.9986299,577.8489437,43310.98214,44848.52535,,,,,,,,,,,,,1967.50286,7062.006768,67.25680695,-738.7569603,-1099.724168,603.8245147,43879.93779,5850.181055,1723.39319,825.7151756,-405.8222145,-751.7553532,44500.28815,,5891.080741,3194.944014,-1371.903223,170.7394307,1071.645265,31707.04159,11087.77277,,,,
2007/5/31,17,36204,41897.80295,-5693.802948,,,,,,,,,,,,,,,-737.9719724,-199.3732041,-790.5358044,-356.8796315,373.0499134,43609.51365,-4289.222727,1160.658645,-3849.614097,-705.4499115,565.3967912,43322.2313,40493.22273,,,,,,,,,,,,,-638.3202747,-3276.135829,-3226.151211,372.633885,-1432.343153,538.7324533,43865.57523,-5513.300602,120.9444042,-1502.666531,-438.7099503,-894.946505,44432.67918,,-5485.338841,906.0682986,-3044.855657,36.02362394,1017.634267,31687.38332,11088.54873,,,,
2007/6/30,18,31520,42922.98735,-11402.98735,,,,,,,,,,,,,,,-410.2719218,461.5276227,-565.0359633,-444.5455197,294.3985468,43586.91459,-4830.500171,-2719.450228,-4071.799459,-744.1242695,552.0016412,43333.87249,36350.50017,,,,,,,,,,,,,-1827.500672,-5018.860705,-5582.587735,1342.786352,-1719.767542,474.5079934,43851.36188,-5757.708926,-2092.576057,-3530.942447,-450.8742964,-1012.793191,44364.89492,,-5740.89195,-2015.132699,-4352.528204,-92.84739041,964.7485803,31667.20787,11089.39495,,,,
2007/7/31,19,37283,43559.42411,-6276.424106,,,,,,,,,,,,,,,-174.4954788,752.3528191,-280.82605,-519.5766888,217.2908183,43564.67869,3337.412004,-5296.281469,-3866.664891,-775.009017,537.6403769,43345.903,33945.588,,,,,,,,,,,,,877.095101,-1402.898295,-6562.339476,2079.129356,-1956.547492,411.4409201,43837.05068,2993.58869,-3821.889536,-4642.064258,-439.6064243,-1104.289835,44297.26136,,2991.764591,-4241.494283,-4908.96467,-208.9610476,913.6842263,31646.57514,11090.31356,,,,
2007/8/31,20,39212,44679.895,-5467.894997,,,,,,,,,,,,,,,1144.642613,372.7238984,57.95232021,-580.8133987,142.5332282,43542.85634,3697.133685,-4414.813517,-3153.434535,-797.4873112,522.2814467,43358.32023,35514.86632,,,,,,,,,,,,,1961.950279,-1282.997312,-6026.061229,2524.765892,-2138.84634,349.7697517,43823.3645,3947.656877,-2995.87986,-4391.60127,-408.3709579,-1169.899864,44230.09508,,3938.941888,-3557.782763,-4436.788356,-306.2804735,865.1338853,31625.545,11091.30669,,,,
2007/9/30,21,37468,42966.82564,-5498.825643,,,,,,,,,,,,,,,291.1242768,-668.0758481,378.4381535,-627.0888064,70.92995676,43521.49791,-3645.543834,83.93717434,-2035.556098,-811.8432423,505.884384,43371.12162,41113.54383,,,,,,,,,,,,,-2759.525766,-143.8827528,-4127.27289,2663.821571,-2264.519496,289.7152767,43809.64315,-3322.722455,1221.19552,-3019.410498,-363.6862791,-1211.080554,44163.70427,,-3315.54578,767.6746194,-3104.243651,-384.2176624,819.7677611,31604.17745,11092.37642,,,,
2007/10/31,22,49949,41284.62494,8664.375063,,,,,,,,,,,,,,,-754.4406098,-1398.229145,590.5918074,-657.2267315,3.275847237,43500.65377,2713.547006,4843.861232,-662.5308118,-818.5966159,488.4146111,43384.30458,47235.45299,,,,,,,,,,,,,1324.930484,5694.269045,-1285.464814,2520.775941,-2333.127526,231.446225,43796.19704,2719.694557,5698.736047,-1029.93163,-307.992026,-1229.894894,44098.38795,,2708.167882,5477.817026,-1239.797255,-444.4094093,778.2123736,31582.53253,11093.52479,,,,
2007/11/30,23,51988,43011.05342,8976.946579,,,,,,,,,,,,,,,476.6799278,-841.5369099,625.6705825,-670.4737512,-59.6607351,43480.37431,3242.63591,4877.243377,818.6866146,-818.2789008,469.8464544,43397.86655,48745.36409,,,,,,,,,,,,,640.0248125,5718.704378,1863.211394,2154.132922,-2345.884337,175.1237932,43782.69656,2914.774346,5286.902653,1225.240603,-244.7608553,-1228.578702,44034.42196,,2927.669905,5323.731016,834.4519192,-488.6591021,741.0263447,31560.6706,11094.75384,,,,
2007/12/31,24,39987,43527.40101,-3540.401006,,,,,,,,,,,,,,,-467.8068675,819.3632472,500.7758372,-668.4713445,-117.1697495,43460.70989,-3274.040103,-2017.684076,2228.186561,-811.4229541,450.1556289,43411.80494,43261.0401,,,,,,,,,,,,,-3103.550938,-4701.820324,4561.664501,1645.557593,-2305.57655,120.8620437,43769.82754,-3571.224273,-2279.28857,3256.657682,-181.8541513,-1209.323246,43972.03256,,-3575.849126,-2069.612806,2812.651987,-518.687957,708.6855557,31538.65256,11096.06558,,,,
2008/1/31,25,44429,46139.63883,-1710.638834,,,,,,,,,,,,,,,905.7936005,2359.679847,256.931014,-655.8861028,-168.5904194,43441.71089,4232.218147,-6076.174932,3216.083372,-798.5641608,429.3203771,43426.1172,40196.78185,,,,,,,,,,,,,5834.945839,-10193.19527,6091.625662,1086.281077,-2216.39638,68.75291529,43756.95465,4540.569104,-7272.24033,4552.097867,-128.7224636,-1174.086124,43911.38195,,4543.114438,-7032.239236,4163.064743,-536.1113269,681.5592989,31516.54008,11097.46202,,,,
2008/2/29,26,40980,43393.80097,-2413.800973,,,,,,,,,,,,,,,-1684.355601,2569.333367,-63.30161754,-638.0285765,-213.2742943,43423.42769,-5988.801641,437.5436844,3463.376185,-780.242975,407.3240071,43440.80074,46968.80164,,,,,,,,,,,,,-6781.742797,-459.247925,5978.500523,562.9550998,-2083.782684,18.84367337,43744.46037,-5707.180477,-570.4806607,4622.516255,-92.85622048,-1124.569381,43852.57048,,-5706.795255,-445.8499467,4415.830059,-542.4685797,659.8984804,31494.39538,11098.9452,,,,
2008/3/31,27,60887,45349.2553,15537.7447,,,,,,,,,,,,,,,2508.862525,708.6250498,-403.3607013,-620.1915813,-250.5906583,43405.91067,7212.112342,7644.761563,2947.005067,-756.8882345,384.1562393,43455.85302,53674.88766,,,,,,,,,,,,,5037.926453,9737.901182,4177.068913,145.072491,-1914.158594,-28.83426761,43732.0891,6591.696511,8040.56844,3597.670332,-76.1789255,-1062.426877,43795.67052,,6590.968775,8018.184366,3593.682835,-539.1498239,643.8320279,31472.28137,11100.51716,,,,
2008/4/30,28,45578,36947.22113,8630.778871,,,,,,,,,,,,,,,-3088.911837,-1801.573828,-663.9266655,-607.6329317,-279.943797,43389.21019,-5757.771019,6462.522687,1770.626601,-728.4589037,359.8090977,43471.27154,51335.77102,,,,,,,,,,,,,-2594.487655,5214.169678,1150.94791,-124.1465151,-1714.724289,-74.2854565,43720.56099,-6580.58565,7713.319362,1767.064427,-73.2935591,-989.2595346,43740.75495,,-6589.821843,7594.973469,1908.299177,-526.7034572,633.3860146,31450.26126,11102.18003,,,,
2008/5/31,29,36685,42178.25106,-5493.251057,,,,,,,,,,,,,,,3308.46972,-2862.035839,-735.2622647,-605.5227528,-300.7744591,43373.37666,-6283.089371,-408.9183607,250.4752537,-694.7928166,334.2715208,43487.05377,42968.08937,,,,,,,,,,,,,1522.410798,-4484.424614,-2219.286587,-232.2600219,-1493.135768,-117.535781,43709.21368,-6617.303718,971.9453232,-373.6744997,-77.26525489,-906.6055026,43687.90365,,-6627.639376,815.6764204,-163.237375,-505.4047099,628.5091538,31428.39764,11103.93595,,,,
2008/6/30,30,30976,42258.41043,-11282.41043,,,,,,,,,,,,,,,2820.821212,-2446.74357,-543.9220348,-617.5977511,-312.6079435,43358.46052,-3594.810475,-7340.150871,-1244.040524,-655.7258109,307.5304381,43503.19724,34570.81047,,,,,,,,,,,,,-1478.335096,-4732.883936,-4898.353909,-196.9235602,-1257.291722,-158.6419739,43698.36141,-3136.874515,-6320.285905,-2301.172812,-87.42076726,-815.428044,43637.18204,,-3146.089629,-6468.139945,-2079.30206,-475.4647905,629.0887012,31406.7505,11105.78711,,,,
2008/7/31,31,36626,42864.50666,-6238.506662,,,,,,,,,,,,,,,1757.435645,-1118.645089,-160.8589607,-642.5046534,-315.432004,43344.51172,4788.991183,-9007.657407,-2343.512282,-611.0946968,279.5737028,43519.6995,31837.00882,,,,,,,,,,,,,877.592473,-619.0403185,-6047.099135,-60.52975908,-1014.999322,-197.681279,43687.67932,6084.372815,-8755.287503,-3471.258439,-104.1495019,-716.3236171,43588.64625,,6098.116819,-8857.426066,-3298.983891,-436.9991329,634.9210917,31385.37486,11107.73573,,,,
2008/8/31,32,36942,42512.97766,-5570.977664,,,,,,,,,,,,,,,-615.6978522,477.1887572,306.8871712,-676.8378585,-310.1395234,43331.57697,1005.659606,-4524.479089,-2765.391503,-560.7391661,250.3920685,43536.55808,35936.34039,,,,,,,,,,,,,759.882885,-1280.426575,-5325.721068,118.8649904,-773.777266,-234.7510707,43677.86189,2199.055472,-4557.378632,-3512.317962,-119.9174852,-609.7822083,43542.34082,,2204.987452,-4563.834374,-3429.790133,-389.6915445,645.699329,31364.32088,11109.78402,,,,
2008/9/30,33,37633,43106.27868,-5473.27868,,,,,,,,,,,,,,,-1477.916868,1527.031181,752.2765748,-716.950874,-297.8563996,43319.69507,-5399.986239,2338.307739,-2574.352399,-504.7197177,219.980298,43553.77032,43032.98624,,,,,,,,,,,,,-2178.847724,-305.6192389,-3018.925343,278.5937975,-540.5398216,-269.966097,43668.27882,-5312.588839,2742.142867,-2672.772072,-125.7788153,-496.3023118,43498.29917,,-5317.224052,2841.459009,-2668.891859,-332.6022542,661.0484499,31343.63624,11111.93418,,,,
2008/10/31,34,51923,43298.17895,8624.821051,,,,,,,,,,,,,,,-1749.992408,1709.902789,1068.269464,-759.2231374,-279.6749023,43308.89714,3013.048714,7515.310564,-1921.061078,-443.9591734,188.3278754,43571.3331,48909.95129,,,,,,,,,,,,,1666.960492,6782.056927,76.93507286,362.6853037,-321.4676512,-303.4539884,43659.31838,2166.074511,8138.588842,-1340.278582,-121.3740629,-376.5640106,43456.5533,,2140.752038,8281.122175,-1358.044905,-267.4058766,680.5700309,31323.36807,11114.18838,,,,
2008/11/30,35,54792,45947.69864,8844.301356,,,,,,,,,,,,,,,1558.252181,974.5785905,1172.374935,-800.0891223,-256.630684,43299.21274,5465.239847,6919.428101,-957.7381845,-379.5858847,155.4131208,43589.243,49326.76015,,,,,,,,,,,,,1165.374086,7141.506728,2960.060784,331.4799784,-121.764294,-335.3637913,43650.72579,4638.742799,6981.339047,117.6338004,-111.388209,-251.4499152,43417.12248,,4628.39013,7064.132098,165.7339584,-196.5146605,703.8613941,31303.56344,11116.5487,,,,
2008/12/31,36,38242,41713.84128,-3471.841284,,,,,,,,,,,,,,,-1461.264952,-130.1200769,1080.112,-835.8211367,-229.7360387,43290.67148,-4470.88872,-838.5625175,135.4684867,-312.7236498,121.2102582,43607.49614,42712.88872,,,,,,,,,,,,,-4696.591041,-5351.27034,4789.882302,168.1628945,54.41445881,-365.8443037,43643.22043,-4265.454389,-2033.822859,1382.776507,-99.29661339,-122.2140461,43380.0114,,-4254.811053,-2080.897023,1562.431318,-122.3396621,730.5185915,31284.26913,11119.01722,,,,
2009/1/31,37,42021,43677.74748,-1656.74748,,,,,,,,,,,,,,,1317.551756,-691.9610902,830.8060825,-861.9852539,-199.9670966,43283.30308,3602.606951,-6142.168493,1093.275651,-244.4958619,85.69345218,43626.0883,38418.39305,,,,,,,,,,,,,6333.165176,-12795.40103,5156.731473,-118.7325599,204.1286907,-395.0535283,43636.13147,4068.655445,-7412.145389,2094.134148,-84.31131298,9.44406086,43345.22305,,4065.106244,-7570.856588,2420.089495,-47.28387893,760.1296595,31265.53194,11121.59593,,,,
2009/2/28,38,40391,43299.36888,-2908.368884,,,,,,,,,,,,,,,1177.884552,-578.5493739,465.1583858,-874.0274225,-168.2345299,43277.13727,-3936.001827,-881.897312,1691.072938,-176.025945,48.83707682,43645.01507,44327.00183,,,,,,,,,,,,,-4718.824062,-2075.509301,4150.136055,-497.0429247,325.618237,-423.1411904,43629.76297,-4339.333762,-680.7501299,2019.48473,-62.33304083,141.1771489,43312.75505,,-4341.324986,-890.9824625,2430.969203,25.83322388,792.2703553,31247.39895,11124.28677,,,,
2009/3/31,39,57263,41228.97481,16034.02519,,,,,,,,,,,,,,,-878.2620364,-200.3013514,38.17701794,-867.4534819,-135.389203,43272.20386,5436.455758,6309.788431,1950.310697,-108.4424383,10.61577749,43664.27177,51826.54424,,,,,,,,,,,,,1398.193035,10964.49417,2224.989312,-916.4418336,418.3476838,-450.2773673,43623.77498,5065.528311,7277.519162,1402.336316,-35.05061534,270.0661342,43282.60069,,5072.313829,7138.052638,1779.778005,92.8756629,826.4864557,31229.91776,11127.09154,,,,
2009/4/30,40,50566,42172.7375,8393.262498,,,,,,,,,,,,,,,212.8472879,-1.231232614,-367.3599944,-837.8969962,-102.1542764,43268.53271,-2075.069027,7075.131787,1953.807336,-42.72912806,-28.99446371,43683.8535,52641.06903,,,,,,,,,,,,,422.0897724,7872.564311,-37.04348358,-1316.694498,482.9147636,-476.6125586,43618.84744,-638.336343,6979.288572,583.9847878,-6.55157142,392.8663726,43254.74818,,-640.5152394,7089.892967,770.0009664,150.882294,862.2724225,31213.13637,11130.01194,,,,
2009/5/31,41,37073,42264.12338,-5191.123378,,,,,,,,,,,,,,,544.4782394,10.08164404,-706.3457137,-781.0894078,-69.15503231,43266.15365,-11001.78375,2640.092733,1780.326962,20.62148035,-70.01217826,43703.75475,48074.78375,,,,,,,,,,,,,490.0147997,-3277.204304,-2135.656027,-1637.199497,521.0151673,-502.299761,43614.332,-7463.214419,1007.515489,-226.6031911,19.97999657,506.1316137,43229.19051,,-7475.988449,1455.240654,-320.5280278,197.6218021,899.0826291,31197.10349,11133.04952,,,,
2009/6/30,42,29933,41112.11335,-11179.11335,,,,,,,,,,,,,,,-466.585421,57.21230289,-1013.831142,-692.817485,-36.96142721,43265.09652,-11745.35297,-3508.679377,1494.890609,80.62313192,-112.4508328,43723.96944,41678.35297,,,,,,,,,,,,,-2004.183831,-6119.099123,-3735.738966,-1826.422691,535.2664857,-527.4646834,43610.60249,-7604.09168,-5434.19659,-883.3255225,42.24268606,606.4498135,43205.92129,,-7633.387596,-4649.951282,-1270.797986,230.9964962,936.3239498,31181.86874,11136.20572,,,,
2009/7/31,43,36039,42253.36178,-6214.36178,,,,,,,,,,,,,,,396.6390779,448.3531875,-1282.010239,-568.8803157,-6.1310977,43265.39117,-434.4685407,-8409.949826,1159.125115,136.1119244,-156.3091596,43744.49049,36473.46854,,,,,,,,,,,,,1593.713456,-2662.694707,-4626.691226,-1849.570849,529.062868,-552.2513224,43607.39061,1965.72913,-8611.570069,-1249.517103,58.80160785,690.6172431,43184.93919,,1936.525163,-7556.383758,-1873.211389,248.9652838,973.3477313,31167.48255,11139.48175,,,,
2009/8/31,44,36445,42211.38552,-5766.385516,,,,,,,,,,,,,,,-257.0082205,1012.229549,-1427.552103,-406.1300677,22.77893475,43267.06743,3091.159848,-11230.46603,834.657321,185.8836717,-201.5453755,43765.31057,33353.84015,,,,,,,,,,,,,628.7483313,-1383.473018,-4641.749056,-1693.59287,506.3886739,-576.7652471,43605.40802,1928.880718,-8267.137546,-1207.042575,67.92337969,756.1301783,43166.24585,,1910.917842,-7068.426791,-1959.798411,249.2491327,1009.472147,31153.99699,11142.87867,,,,
2009/9/30,45,37293,42759.86135,-5466.861346,,,,,,,,,,,,,,,95.7905272,911.0826246,-1359.070429,-207.3081647,49.2118748,43270.15492,4615.97355,-11673.12648,583.1140664,228.7054364,-248.0889454,43786.42237,32677.02645,,,,,,,,,,,,,-2431.007458,1260.921298,-3642.731611,-1368.692014,471.6343141,-601.1066004,43603.97674,288.0126946,-6191.918119,-825.1979208,70.62007354,801.631633,43149.85164,,291.7079287,-5021.019528,-1535.76199,229.7364784,1044.009327,31141.46567,11146.39733,,,,
2009/10/31,46,50277,41565.31741,8711.682592,,,,,,,,,,,,,,,-218.1840385,-532.9377338,-1047.92884,17.07384258,72.61183144,43274.68235,15466.61818,-9410.531372,445.4440635,263.5121523,-295.8616061,43807.81858,34810.38182,,,,,,,,,,,,,1941.633163,7451.369772,-1616.862191,-906.5493193,429.3876563,-625.3310308,43603.39943,10599.60034,-4128.43186,-225.2244452,68.25671931,827.0299303,43135.76931,,10613.6389,-3161.776004,-715.7647444,193.5081312,1076.288034,31129.94333,11150.03841,,,,
2009/11/30,47,50517,41871.75747,8645.242533,,,,,,,,,,,,,,,957.2167591,-2168.449071,-544.9362875,254.8247262,92.42325648,43280.67809,10697.43124,-4334.962696,379.5048629,290.316074,-344.7813666,43829.49188,39819.56876,,,,,,,,,,,,,423.9046962,5942.217406,1168.349861,-355.4748934,384.1986242,-649.5111397,43603.33566,7758.166784,-1728.205403,465.4076299,64.47673748,833.1578444,43123.99641,,7761.254494,-1078.258375,305.0951057,146.9834583,1105.64228,31119.48604,11153.80242,,,,
