date,t,volume,seares,sea,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,S2,S,CIMF1,CIMF2,CIMF3,CIMF4,CIMF5,IMF1,IMF2,IMF3,IMF4,IMF5,emdres,SSA1,SSA2,SSA3,SSA4,SSA5,SSA6,SSA7,SSA8,SSA9,SSA10,SSA11,SSA12,WD1,WD2,WD3,WD4,WD5,WD6,WD7,CE1,CE2,CE3,CE4,CE5,CE6,CE7,EE1,EE2,EE3,EE4,EE5,EE6,EE7,E1,E2,E3,E4
2006/11/30,11,61257,52553.91203,8703.087972,-1458.73413,-6083.641253,18722.73964,11234.62183,-4759.106723,-12437.43862,-7267.372051,-5820.01163,-7548.487545,7849.575506,9261.733969,-1797.046481,0,9584.916022,-516.4090238,2359.726126,2542.158271,1371.149121,46797.28754,1956.951419,8311.540222,2492.137917,1869.676963,46626.69348,59300.04858,,,,,,,,,,,,,-774.5211088,6396.777244,2640.712994,3809.960013,789.3394526,2714.955752,45679.84604,2531.811071,1679.873027,3750.398388,2495.305416,2626.547772,8378.013836,39795.05049,2541.931447,5554.830329,3395.495459,1558.04987,14181.95689,30671.77426,3352.298559,,,,
2006/12/31,12,50356,53875.6385,-3519.638502,-1451.875287,-6137.538945,18918.50448,11658.85574,-4753.640649,-12444.10442,-7495.922913,-6040.384253,-7872.935062,7601.839202,9502.252566,-1590.246427,0,-1545.941452,298.656629,3412.386521,2218.832502,1206.73968,46739.02317,-10887.00921,10154.33031,2879.741533,1634.648993,46574.28838,61243.00921,,,,,,,,,,,,,-2305.72384,-5864.130165,5828.273663,3758.292857,717.1649357,2591.989703,45630.15297,-8038.675558,-1669.999327,6701.722885,2818.632582,2458.290151,8306.726103,39779.30316,-8032.149389,4426.970859,4428.133551,1475.304745,14087.4702,30620.16669,3349.557034,,,,
2007/1/31,13,52452,53720.70092,-1268.700924,,,,,,,,,,,,,,,-656.3547099,4811.137051,1855.438315,1033.22447,46677.25579,-10307.51688,11747.02432,3113.106721,1380.49483,46518.89101,62759.51688,,,,,,,,,,,,,4541.70612,-11843.86547,7664.368569,3409.761462,638.3852065,2462.208416,45579.45545,-6437.479011,-2127.703594,7865.062931,2914.885653,2248.860376,8225.985084,39762.38856,-6423.774481,4792.460789,4835.533527,1349.169457,13982.06815,30565.72258,3346.697364,,,,
2007/2/28,14,53836,55499.77564,-1663.775638,,,,,,,,,,,,,,,1414.075055,5168.130942,1453.06076,852.3630872,46612.1458,-9078.552607,12183.94197,3159.123734,1110.840551,46460.64635,62914.55261,,,,,,,,,,,,,-4726.055768,-134.1146333,7485.467236,2804.260197,552.0643331,2326.30827,45528.12326,-7077.169965,1339.929447,6934.719147,2755.567327,2002.04876,8136.544019,39744.36126,-7059.738561,7551.979745,4444.225253,1178.117621,13867.054,30508.63238,3343.726373,,,,
2007/3/31,15,70102,52987.1264,17114.8736,,,,,,,,,,,,,,,892.7491749,3863.813307,1020.79523,665.9151325,46543.85356,9900.510029,9976.454193,2996.02082,829.3155856,46399.69937,60201.48997,,,,,,,,,,,,,3179.185131,11651.51975,5147.792949,2005.256762,457.4365511,2185.062631,45475.87438,9216.301066,4711.051168,4307.152783,2379.747669,1723.338009,8039.134755,39725.27455,9239.948088,9035.949178,3330.020476,969.3637624,13743.77927,30449.08668,3340.650883,,,,
2007/4/30,16,54453,46539.57406,7913.425945,,,,,,,,,,,,,,,-2632.901429,1651.006195,573.2896364,475.6402047,46472.53945,680.9408499,4248.923101,2647.472815,539.4681745,46336.19506,53772.05915,,,,,,,,,,,,,-1508.957067,5866.536254,1186.410051,1092.426288,354.0063309,2039.196928,45423.46677,-1115.68336,4063.278335,600.5724926,1846.79538,1418.392757,7934.4629,39705.18149,-1113.173138,5760.589816,1737.079866,732.55531,13613.60003,30387.27614,3337.47772,,,,
2007/5/31,17,39388,45485.87018,-6097.870177,,,,,,,,,,,,,,,-763.4165527,-558.5135761,126.1385377,283.297903,46398.36387,-6038.81024,-3236.810607,2148.495936,244.8465247,46270.27839,45426.81024,,,,,,,,,,,,,775.7360468,-5781.227988,-3260.361627,152.4857919,241.5952829,1889.472286,45370.3128,-7666.552192,563.1461875,-3321.585523,1212.758817,1092.894163,7823.203324,39684.13522,-7695.558989,-520.8097288,-6.722137507,477.4108247,13477.87173,30323.39139,3334.213708,,,,
2007/6/30,18,33245,45006.22202,-11761.22202,,,,,,,,,,,,,,,1255.01597,-2355.865451,-305.0635081,90.6478264,46321.48718,-4504.606911,-9935.592665,1534.106402,-51.00115648,46202.09433,37749.60691,,,,,,,,,,,,,-661.8046077,-5744.444792,-6792.177485,-730.4830672,120.3986175,1736.599274,45316.86393,-5551.472363,-3329.589351,-6528.093313,533.0661568,752.886575,7706.012907,39662.18939,-5617.586706,-6722.219214,-1558.592277,213.5697267,13337.94929,30257.62308,3330.86567,,,,
2007/7/31,19,37114,43649.18596,-6535.185965,,,,,,,,,,,,,,,1671.319654,-3458.931103,-704.7219428,-100.5504258,46242.06978,3390.638157,-12903.21979,839.3204309,-344.5266619,46131.78787,33723.36184,,,,,,,,,,,,,207.7702207,-197.130241,-8247.904385,-1484.080206,-8.975268987,1581.338518,45262.91517,2850.373694,-5169.144148,-8061.473337,-133.463794,404.7597694,7583.550313,39639.3975,2797.373775,-9769.138126,-2575.569277,-49.43741144,13195.18676,30190.16187,3327.440431,,,,
2007/8/31,20,37501,42982.12769,-5481.12769,,,,,,,,,,,,,,,1752.592291,-3584.95717,-1057.242208,-288.5372543,46160.27203,2079.020128,-10103.22962,97.88729947,-632.1817843,46059.50398,35421.97987,,,,,,,,,,,,,911.8331954,-686.9884006,-7157.337376,-2054.71427,-145.5042433,1424.399233,45209.25513,1759.487304,-3352.842051,-7295.186761,-737.6822982,54.92127407,7456.490492,39615.81204,1734.692966,-7619.119101,-2812.257419,-302.3702372,13050.93655,30121.19839,3323.944815,,,,
2007/9/30,21,37232,43512.73055,-6280.730552,,,,,,,,,,,,,,,1797.077034,-2540.564076,-1348.483676,-471.5530601,46076.25433,-4219.86658,-2961.591259,-661.5114798,-910.4183166,45985.38764,41451.86658,,,,,,,,,,,,,-2145.908358,-411.3419295,-3932.689817,-2412.105973,-287.7337666,1266.500754,45155.25916,-4212.844153,869.5360531,-4797.763459,-1253.659407,-290.273553,7325.520245,39591.48427,-4208.013271,-1881.440872,-2415.566681,-537.5032092,12906.54862,30050.92331,3320.385647,,,,
2007/10/31,22,53020,44059.21116,8960.78884,,,,,,,,,,,,,,,803.821466,-516.8276678,-1570.12144,-647.838244,45990.17705,5613.536023,4084.029545,-1411.461335,-1175.688051,45909.58382,47406.46398,,,,,,,,,,,,,2845.309365,6652.829858,296.649442,-2550.521776,-433.8334728,1108.310088,45101.29702,6183.598706,3728.90938,-1362.918175,-1662.600765,-624.7983964,7191.344785,39566.46447,6234.171367,3118.359249,-1637.332264,-749.3341212,12763.37001,29979.52726,3316.76975,,,,
2007/11/30,23,52339,43635.121,8703.878999,,,,,,,,,,,,,,,-1502.145099,1765.983261,-1715.284523,-815.6332067,45902.20057,1919.878204,8135.874768,-2124.547696,-1424.442782,45832.23751,50419.1218,,,,,,,,,,,,,-2161.458601,7438.890621,4132.523028,-2486.932289,-581.6001906,950.5174012,45047.0805,3112.979847,3397.40399,2128.365258,-1952.508441,-942.7357621,7054.69233,39540.80278,3140.575416,5014.605563,-728.2792734,-933.6047291,12622.7424,29907.20091,3313.103948,,,,
2007/12/31,24,43302,46883.74518,-3581.745178,,,,,,,,,,,,,,,1379.186175,2442.35403,-1777.101947,-973.1783492,45812.48527,-7734.363163,9709.359781,-2773.35599,-1653.1343,45753.49367,51036.36316,,,,,,,,,,,,,-826.7797694,-5106.039563,6432.64568,-2256.408636,-728.5577198,793.7649039,44993.36144,-6047.295427,1288.004538,4978.457401,-2110.040812,-1237.967784,6916.292604,39514.54948,-6051.523538,4761.91038,53.82151102,-1086.503027,12485.99018,29834.13489,3309.395066,,,,
2008/1/31,25,41185,42456.46035,-1271.460351,,,,,,,,,,,,,,,-1131.307635,736.3472343,-1751.000497,-1118.770292,45721.19154,-9395.442771,10098.62559,-3333.465712,-1858.2144,45673.4973,50580.44277,,,,,,,,,,,,,4621.01025,-12917.84987,6681.273432,-1905.723457,-871.9742922,638.6855445,44939.54069,-7647.677308,-302.0362076,6495.63167,-2121.3179,-1504.232636,6776.877692,39487.75469,-7685.995328,4254.577118,401.2299743,-1204.351427,12354.38126,29760.51985,3305.649928,,,,
2008/2/29,26,40448,42292.43768,-1844.437677,,,,,,,,,,,,,,,934.6767059,-1378.190239,-1641.421408,-1251.107132,45628.47975,-9476.521318,10156.48371,-3788.220877,-2036.134873,45592.39335,49924.52132,,,,,,,,,,,,,-5085.34326,-2413.038349,5069.581283,-1486.135914,-1009.003762,485.8650601,44886.06169,-8474.386688,302.6787569,6236.624224,-1977.697248,-1736.872069,6637.184022,39460.469,-8495.720946,4937.986201,73.10492726,-1284.116782,12229.02238,29686.54611,3301.875357,,,,
2008/3/31,27,56998,39903.24796,17094.75204,,,,,,,,,,,,,,,-1059.209026,-1748.006444,-1454.397304,-1369.649557,45534.51029,8777.813815,9000.318361,-4107.111487,-2183.347513,45510.32682,48220.18618,,,,,,,,,,,,,1227.157021,10484.40415,2301.078875,-1046.462165,-1136.720304,335.8876385,44832.71139,8487.407427,1775.952669,4440.131233,-1701.733255,-1934.429321,6497.92716,39432.74409,8492.61937,5618.56655,-806.5014037,-1325.69905,12110.7157,29612.40162,3298.078179,,,,
2008/4/30,28,51742,43752.10631,7989.893691,,,,,,,,,,,,,,,1406.192211,-421.334337,-1198.118738,-1474.076362,45439.44354,6994.708265,5871.564595,-4255.411431,-2296.304113,45427.44268,44747.29173,,,,,,,,,,,,,1946.48157,7445.619039,-739.9351862,-627.4211752,-1252.267238,189.2942812,44780.2761,5809.022822,1809.849131,1786.852211,-1330.905776,-2097.255602,6359.806456,39404.63076,5835.976514,4359.020466,-1946.838024,-1331.726426,11999.99408,29538.2661,3294.265217,,,,
2008/5/31,29,36204,42190.22362,-5986.223621,,,,,,,,,,,,,,,-1700.843654,1001.974144,-890.1143568,-1564.232382,45343.43987,-4141.295751,1571.259812,-4198.00992,-2371.840048,45343.88591,40345.29575,,,,,,,,,,,,,-631.4845117,-3041.609373,-3286.905647,-257.8557652,-1352.885595,46.59745293,44728.12765,-5577.017443,358.5180842,-1047.541658,-903.3679767,-2226.308031,6223.536144,39376.18088,-5552.316556,1454.416105,-3041.438064,-1306.680558,11897.29045,29464.30787,3290.443296,,,,
2008/6/30,30,31520,43209.6855,-11689.6855,,,,,,,,,,,,,,,-1258.792869,1412.069994,-550.2473327,-1640.003961,45246.65967,-4723.823205,-2709.391408,-3897.470357,-2409.116506,45259.80148,36243.82321,,,,,,,,,,,,,-1818.32342,-5009.667547,-4847.580613,46.67330953,-1436.072123,-91.73197899,44676.63819,-5819.11497,-1864.84217,-3452.122673,-458.3928877,-2322.796283,6089.820881,39347.4481,-5805.75386,-2068.381454,-3830.792826,-1256.292333,11803.00313,29390.68402,3286.619239,,,,
2008/7/31,31,37283,43845.15978,-6562.159781,,,,,,,,,,,,,,,-309.8210552,908.8861502,-201.8911869,-1701.277445,45149.26332,3350.020621,-5518.704168,-3312.806648,-2410.839642,45175.32984,33932.97938,,,,,,,,,,,,,872.935687,-1560.382882,-5213.481078,283.187453,-1499.610495,-225.2470818,44625.52201,2969.990078,-3714.908213,-4825.711237,-36.37356963,-2387.851627,5959.368757,39318.48581,2973.381425,-4750.527745,-4067.141331,-1187.108137,11717.49885,29317.54172,3282.79987,,,,
2008/8/31,32,39212,44861.33161,-5649.331611,,,,,,,,,,,,,,,1563.742515,-123.4220815,117.5391597,-1747.939178,45051.41119,3663.625033,-4737.25373,-2424.47566,-2380.483227,45090.58758,35548.37497,,,,,,,,,,,,,1958.607011,-1490.290438,-4395.356823,458.6701497,-1541.697854,-353.5356097,44575.53719,3961.068162,-3023.796654,-4755.495888,330.3162226,-2422.314446,5832.874474,39289.34813,3948.710187,-4225.253943,-3572.882777,-1105.850644,11641.10082,29245.01965,3278.992013,,,,
2008/9/30,33,37468,43457.20328,-5989.203284,,,,,,,,,,,,,,,1144.41764,-1227.720974,367.1184367,-1779.875505,44953.26368,-3689.547169,-224.7511075,-1301.871996,-2321.493498,45005.66377,41157.54717,,,,,,,,,,,,,-2756.112659,-281.1800286,-2570.067002,586.413348,-1560.947835,-476.2268643,44526.0855,-3303.710403,1115.942679,-3520.350198,631.8701875,-2426.793283,5710.951163,39260.08985,-3300.009768,229.2921149,-2457.576524,-1018.769801,11574.07604,29173.2487,3275.202461,,,,
2008/10/31,34,49949,41014.81006,8934.189936,,,,,,,,,,,,,,,-881.7124674,-1667.407235,505.9213737,-1796.972771,44854.98116,2693.825698,4608.468238,-36.6246962,-2237.313448,44920.64421,47255.1743,,,,,,,,,,,,,1326.093585,5687.998377,-75.07999857,681.867221,-1556.494929,-592.9824877,44477.61178,2706.131691,5563.764178,-1606.216621,862.2754731,-2401.792844,5594.073057,39230.76507,2700.402746,5210.735855,-923.4573141,-930.8759412,11516.62625,29102.35301,3271.437897,,,,
2008/11/30,35,51988,43208.26485,8779.735151,,,,,,,,,,,,,,,589.8951407,-845.3153341,506.3262278,-1799.36517,44756.72399,3250.329083,4753.805076,1279.6372,-2131.39892,44835.62756,48737.67092,,,,,,,,,,,,,637.6227818,5812.805285,2580.236752,758.9251514,-1527.986603,-703.5062668,44429.89876,2910.378041,5175.388492,552.3514142,1014.037291,-2348.118957,5482.53489,39201.42883,2907.098548,5324.834025,834.0225646,-846.0179921,11468.89106,29032.45078,3267.704759,,,,
2008/12/31,36,39987,43620.43514,-3633.435135,,,,,,,,,,,,,,,-481.9337477,837.969393,394.0748448,-1788.327211,44658.65186,-3265.088905,-2004.365809,2512.947982,-2007.219474,44750.72621,43252.0889,,,,,,,,,,,,,-3104.127221,-4589.039136,4752.454959,827.0983403,-1475.633578,-807.5276587,44383.72651,-3594.419629,-2352.766246,2567.289703,1085.549378,-2267.230984,5376.441834,39172.13595,-3591.874317,-1909.448805,2597.544606,-767.1631038,11430.93971,28963.65461,3264.00923,,,,
2009/1/31,37,44429,45754.81594,-1325.815944,,,,,,,,,,,,,,,627.8497405,2123.210389,208.8105129,-1765.976977,44560.92227,4226.042495,-5954.845603,3359.995255,-1868.247474,44666.05533,40202.9575,,,,,,,,,,,,,5836.055555,-10127.91821,5797.334723,890.0277118,-1400.166101,-904.8275349,44338.4512,4554.819482,-7325.086285,3864.684604,1077.368025,-2161.511236,5275.785001,39142.94041,4553.091418,-6849.464347,3867.977002,-697.0218837,11402.74799,28896.07192,3260.357203,,,,
2009/2/28,38,40980,43327.89633,-2347.896333,,,,,,,,,,,,,,,-1087.195826,1692.500874,-6.519403768,-1734.582857,44463.69354,-5993.110069,572.5538385,3536.781409,-1717.955283,44581.7301,46973.11007,,,,,,,,,,,,,-6781.349235,-461.4177262,5280.952552,945.431275,-1302.85018,-995.2100937,44294.42718,-5695.944274,-582.7229546,4007.354891,991.2091499,-2034.297869,5180.506947,39113.89411,-5696.724927,-328.5000691,4177.699465,-638.0494172,11384.17699,28829.80426,3256.754231,,,,
2009/3/31,39,60887,43761.81612,17125.18388,,,,,,,,,,,,,,,1811.8679,-524.4139727,-196.3485475,-1696.418942,44367.12968,7220.525052,7722.509829,3005.868783,-1559.769388,44497.86572,53666.47495,,,,,,,,,,,,,5037.821703,9689.546187,3186.077496,986.2388966,-1185.432998,-1078.536182,44251.34566,6567.464664,8097.375493,3100.803579,834.8643298,-1889.091265,5090.537915,39085.04528,6571.180627,8036.83276,3479.00046,-591.0425422,11374.92824,28764.94716,3253.205528,,,,
2009/4/30,40,45578,37575.05783,8002.942167,,,,,,,,,,,,,,,-2407.036657,-2333.587357,-301.9535448,-1653.762768,44271.39816,-5747.983397,6462.795449,1845.543342,-1396.93276,44414.57737,51325.9834,,,,,,,,,,,,,-2594.730539,5159.672435,5.246474294,1002.687207,-1050.109977,-1154.683047,44209.94171,-6594.169757,7809.579971,1401.630219,628.0549861,-1729.360932,5005.826211,39056.4393,-6594.676563,7502.216642,1906.159296,-552.6510945,11374.51879,28701.59034,3249.716016,,,,
2009/5/31,41,36685,42402.50025,-5717.500253,,,,,,,,,,,,,,,2397.644365,-2282.725228,-280.6681423,-1608.418356,44176.66761,-6279.612183,-485.793454,351.0679215,-1232.642497,44331.98021,42964.61218,,,,,,,,,,,,,1522.158413,-4513.827115,-3354.610704,984.6836045,-899.4447882,-1223.584464,44169.58927,-6614.199926,1085.411137,-583.2450403,401.1013308,-1558.507826,4926.323037,39028.11729,-6621.716466,631.6048195,-85.12992684,-518.4111673,11382.33793,28639.81691,3246.290342,,,,
2009/6/30,42,30976,42499.7112,-11523.7112,,,,,,,,,,,,,,,1430.705264,-1299.734169,-154.2041271,-1560.159003,44083.10323,-3600.162984,-7475.891808,-1128.038961,-1070.095694,44250.18945,34576.16298,,,,,,,,,,,,,-1478.25558,-4729.724726,-5849.521494,924.2130198,-736.3087967,-1285.188091,44130.70851,-3104.537846,-6201.613021,-2372.700479,181.8693924,-1379.113695,4851.980295,39000.11535,-3105.760822,-6696.639739,-1958.55853,-483.7502056,11397.67869,28579.70446,3242.93292,,,,
2009/7/31,43,36626,43086.02754,-6460.027544,,,,,,,,,,,,,,,819.1062146,-255.259924,39.08042778,-1507.767829,43990.86865,4779.20529,-9167.777308,-2242.258787,-912.4894451,44169.32025,31846.79471,,,,,,,,,,,,,877.7653261,-595.4990215,-6663.184179,817.0854163,-563.7998724,-1339.507515,44093.05854,6128.385837,-8658.033537,-3395.519218,-11.00113902,-1193.021925,4782.724936,38972.46505,6136.898141,-9061.599341,-3178.023083,-444.0202116,11419.76263,28521.32685,3239.647982,,,,
2009/8/31,44,36942,42681.94155,-5739.941547,,,,,,,,,,,,,,,-268.0082025,239.0437312,260.6780181,-1449.899321,43900.12732,998.7489089,-4662.15539,-2721.060479,-763.0208471,44089.48781,35943.25109,,,,,,,,,,,,,759.8743105,-1255.525889,-5512.143417,664.0450482,-385.1582839,-1386.562891,44057.40105,2244.688596,-4501.637207,-3299.421896,-163.4613448,-1001.832659,4718.467487,38945.19702,2221.521006,-4682.553969,-3350.73741,-394.8305649,11447.76771,28464.75534,3236.439619,,,,
2009/9/30,45,37633,43430.45879,-5797.458793,,,,,,,,,,,,,,,241.8840679,292.1283839,470.6115812,-1385.207959,43811.04272,-5399.709341,2256.651759,-2610.604733,-624.1449827,44010.8073,43032.70934,,,,,,,,,,,,,-2178.794866,-293.0102104,-2759.050858,470.8615979,-203.6840807,-1426.430599,44023.07352,-5322.307108,2766.178619,-2314.081306,-267.5402646,-806.7021666,4659.111203,38918.34102,-5329.188637,2830.966027,-2653.145116,-333.8693518,11480.86512,28410.05878,3233.311814,,,,
2009/10/31,46,51923,43138.54784,8784.452165,,,,,,,,,,,,,,,-824.6973548,927.200539,624.6145926,-1312.34823,43723.77829,3018.25481,7505.70791,-2039.007739,-495.3488854,43933.39391,48904.74519,,,,,,,,,,,,,1666.953135,6780.032244,719.7432834,247.7123852,-22.6433058,-1459.191393,43990.41669,2125.817162,8122.106307,-888.0699942,-324.5384916,-608.817842,4604.577495,38891.92536,2119.879226,8360.55243,-1400.679432,-262.6799805,11518.28856,28357.30311,3230.268469,,,,
2009/11/30,47,54792,46061.76445,8730.235554,,,,,,,,,,,,,,,1535.055654,1435.008142,683.1777532,-1229.974147,43638.49705,5469.494833,6979.18608,-1138.666149,-375.377576,43857.36281,49322.50517,,,,,,,,,,,,,1165.236551,7130.894887,3859.072157,7.891871284,154.8020645,-1484.996979,43959.10964,4609.763898,6904.938009,606.6195237,-340.7128093,-409.3799785,4554.793125,38865.97823,4612.858075,7180.810274,91.3122883,-183.7803157,11559.37819,28306.5497,3227.313406,,,,
2009/12/31,48,38242,41802.30806,-3560.308059,,,,,,,,,,,,,,,-1931.132492,697.9501672,617.2076156,-1137.076852,43555.35962,-4471.379213,-729.4869184,-76.9869936,-262.9760754,43782.8292,42713.37921,,,,,,,,,,,,,-4696.612523,-5362.456464,5783.225345,-233.7563726,325.6789885,-1503.998061,43929.87801,-4251.374188,-2173.631539,1850.711299,-324.2926296,-209.6083606,4509.667359,38840.52806,-4249.025828,-1981.902568,1485.232421,-99.79007973,11603.58233,28257.85372,3224.450384,,,,
