date,t,volume,seares,sea,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,S2,S,CIMF1,CIMF2,CIMF3,CIMF4,CIMF5,CIMF6,IMF1,IMF2,IMF3,IMF4,IMF5,emdres,SSA1,SSA2,SSA3,SSA4,SSA5,SSA6,SSA7,SSA8,SSA9,SSA10,SSA11,SSA12,WD1,WD2,WD3,WD4,WD5,WD6,CE1,CE2,CE3,CE4,CE5,CE6,EE1,EE2,EE3,EE4,EE5,EE6,E1,E2,E3,E4
2007/11/30,11,121559,108755.9016,12803.09839,-3733.611511,-25212.99175,13753.81227,13489.51222,-2004.613796,2966.583992,-4331.759476,-18575.51122,-12627.03075,12551.90217,18656.61867,5234.111483,0,1.99E+04,1668.462827,511.630923,9813.294807,1611.96788,95150.54516,95093.78085,466.5257481,13023.89564,6258.500788,5362.992815,96447.08501,121088.0057,,,,,,,,,,,,,-7079.033703,20445.71279,-329.6145017,8995.402796,3046.813395,96479.82919,-4053.403211,16735.7386,3725.507014,4179.863867,3553.368758,97417.92497,-4084.753464,16746.76896,5840.094975,5801.090948,64538.81953,32716.25555,,,,
2007/12/31,12,105469,105511.6391,-42.63913831,-3604.387324,-25055.68121,14012.45492,13531.44446,-2773.741048,3286.607512,-4066.335402,-19054.67148,-13576.05885,12297.9141,19406.55128,5781.968367,0,6.24E+03,-1127.700689,47.43830868,9915.36968,1510.532289,95165.99951,95111.8064,-6378.424034,4661.784835,6065.880431,4658.339492,96461.41928,111845.2144,,,,,,,,,,,,,-4432.809758,1722.620274,37.17914047,8981.163268,2822.458412,96338.44573,-9474.343601,6776.221306,3619.607637,4183.561421,2913.754379,97450.19886,-9497.475088,6784.509451,5794.076106,5188.68393,64475.96739,32717.07047,,,,
2008/1/31,13,104025,106182.0024,-2157.002444,,,,,,,,,,,,,,,576.3220104,-470.8533239,9521.47342,1370.573838,95184.48646,95130.13761,8993.369295,-10542.30484,5216.741927,3881.637536,96475.55608,95032.39022,,,,,,,,,,,,,15454.35939,-18692.27517,263.9318337,8236.779726,2558.655137,96203.5506,10862.13611,-13442.01497,2991.780563,3899.271226,2230.989761,97482.8373,10876.191,-13453.59812,4989.98969,4486.519737,64409.35291,32717.91788,,,,
2008/2/29,14,75997,104650.8657,-28653.86573,,,,,,,,,,,,,,,-231.7716808,-87.63553132,8568.43808,1195.954027,95205.8808,95148.7676,-14307.91835,-13188.70989,3958.055159,3046.108336,96489.46475,90306.43786,,,,,,,,,,,,,-17084.99096,-12349.60357,247.0416735,6856.547998,2251.15663,96076.76672,-12789.41316,-15632.50141,2009.560559,3378.552315,1515.081126,97515.72057,-12783.33579,-15639.74213,3657.211214,3708.057337,64339.71125,32718.78637,,,,
2008/3/31,15,118278,104101.8307,14176.16928,,,,,,,,,,,,,,,158.7102145,658.1191972,7063.18985,991.7540725,95230.05737,95167.6895,17313.02668,-229.9581187,2526.843558,2164.973281,96503.11459,100963.1066,,,,,,,,,,,,,8809.38454,6643.953843,-25.6460663,4995.26956,1896.817208,95958.2736,14097.91309,2300.541918,873.4208697,2680.640178,776.7616741,97548.72227,14078.12575,2308.384133,2034.190146,2867.764414,64267.77887,32719.66517,,,,
2008/4/30,16,112075,101589.3372,10485.66283,,,,,,,,,,,,,,,-328.5334587,840.3924979,5057.532023,763.0551892,95256.89095,95186.89642,2604.711293,10582.01525,1120.344749,1251.453759,96516.47495,109466.3918,,,,,,,,,,,,,1315.196039,11016.18333,-449.6700816,2849.027764,1493.95351,95850.36213,-1263.807896,14035.21123,-167.9253348,1862.769797,27.05065838,97581.70154,-1261.27267,14036.10706,399.7092061,1980.113286,64194.29201,32720.54429,,,,
2008/5/31,17,95670,99141.22018,-3471.220177,,,,,,,,,,,,,,,596.8179335,42.25214253,2700.955153,514.9385922,95286.25636,95206.38148,-12613.3747,11539.10746,-104.0190333,318.7711583,96529.51512,108281.188,,,,,,,,,,,,,-5019.751715,4079.037543,-815.4662395,631.2584088,1042.591075,95752.33903,-13571.79465,12333.47079,-959.7053504,976.9641966,-723.4224625,97614.48748,-13565.01753,12330.49212,-1001.466513,1059.57627,64119.98604,32721.41458,,,,
2008/6/30,18,96020,95188.58745,831.4125541,,,,,,,,,,,,,,,533.2256844,-1097.653029,182.5008907,252.4854964,95318.02841,95226.13781,-573.2047842,1780.141737,-1109.288264,-619.8531331,96542.20444,96592.31891,,,,,,,,,,,,,1200.569475,943.9010854,-882.4516943,-1452.266233,544.6200769,95665.61438,1764.598108,-532.8486678,-1466.820409,72.39138738,-1464.219861,97646.89944,1756.459533,-526.2252145,-2101.072519,120.6369681,64045.59538,32722.26788,,,,
2008/7/31,19,92869,91152.61459,1716.385409,,,,,,,,,,,,,,,-519.1433649,-1356.346431,-2304.754632,-19.22288319,95352.0819,95246.15852,7929.334453,-8171.328714,-1892.320246,-1551.197727,96554.51223,84941.97868,,,,,,,,,,,,,3994.386019,-2990.866933,-502.1739587,-3226.520487,3.970306515,95590.12558,11436.55307,-11571.65714,-1684.641374,-804.8721622,-2185.15819,97678.77579,11448.68494,-11567.87755,-2875.387114,-822.0758087,63971.85356,32723.0969,,,,
2008/8/31,20,75048,90678.1843,-15630.1843,,,,,,,,,,,,,,,104.3927221,59.65642005,-4579.05116,-295.1053315,95388.29165,95266.43673,-7716.687622,-8888.719697,-2450.959257,-2462.041234,96566.40781,82764.31928,,,,,,,,,,,,,-3816.792553,-11795.39021,270.7365838,-4565.068079,-573.4437411,95527.80712,-6310.340399,-10210.73343,-1649.943769,-1614.771967,-2876.184465,97709.97403,-6299.290217,-10206.82642,-3311.319544,-1753.376511,63899.49306,32723.89541,,,,
2008/9/30,21,79123,90575.63631,-11452.63631,,,,,,,,,,,,,,,372.7112346,1832.100684,-6485.627434,-570.0806336,95426.53246,95286.96556,-9339.967801,-1984.606397,-2791.124033,-3339.162266,96577.8605,88460.09897,,,,,,,,,,,,,-2252.794668,-8677.345005,1155.967826,-5400.733278,-1179.638372,95477.44292,-10907.9387,-414.5629329,-1451.95178,-2315.861629,-3527.024722,97740.33977,-10926.6796,-410.2145581,-3444.582998,-2657.261231,63829.24521,32724.65831,,,,
2008/10/31,22,109082,87561.18566,21520.81434,,,,,,,,,,,,,,,-1263.843376,2022.925585,-7825.508114,-839.0675744,95466.67914,95307.73812,14521.02785,5092.503121,-2951.031151,-4169.339436,96588.83961,94554.55599,,,,,,,,,,,,,8327.553315,11096.91183,1750.323239,-5727.707662,-1804.878494,95439.81719,11373.79797,8091.752417,-1152.569894,-2872.905825,-4127.797588,97769.72292,11379.91376,8081.550332,-3352.46229,-3516.729382,63761.83996,32725.38191,,,,
2008/11/30,23,100233,87380.30043,12852.69957,,,,,,,,,,,,,,,1900.149852,-447.2138845,-8484.257096,-1096.984939,95508.6065,95328.74755,5373.038082,6176.970441,-2976.971833,-4939.351171,96599.31448,94854.58787,,,,,,,,,,,,,-7989.686542,19122.4262,1719.278257,-5595.525509,-2437.734085,95414.23385,2746.703632,8519.303594,-890.8658206,-3271.334219,-4668.784088,97797.9769,2746.595118,8491.811554,-3121.811033,-4313.338468,63698.00561,32726.06415,,,,
2008/12/31,24,87944,88023.64088,-79.64088255,,,,,,,,,,,,,,,4986.560376,-2680.624477,-8495.732843,-1338.751519,95552.18934,95349.98695,-2868.373144,2742.871059,-2904.05476,-5635.697576,96609.25442,90810.28722,,,,,,,,,,,,,341.2992995,-616.8487113,979.1042534,-5096.136858,-3065.556678,95402.09983,-3776.768717,3230.823141,-680.8547387,-3514.643887,-5139.485408,97824.92961,-3785.196397,3197.018273,-2825.851203,-5028.348928,63638.46887,32726.70465,,,,
2009/1/31,25,76682,79072.5014,-2390.501399,,,,,,,,,,,,,,,-6294.084576,-713.1576619,-7957.531913,-1560.026933,95597.30248,95371.44946,-9094.446436,-1875.758412,-2722.645775,-6243.778132,96618.62875,85776.63531,,,,,,,,,,,,,8366.782899,-18831.19414,-234.4214692,-4346.493229,-3674.600083,95401.80759,-8232.812958,-3258.00827,-534.5538558,-3613.894031,-5529.131373,97850.40049,-8241.159735,-3286.979107,-2472.413464,-5645.129279,63583.95201,32727.30477,,,,
2009/2/28,26,67687,96165.28055,-28478.28055,,,,,,,,,,,,,,,6025.996539,3346.334093,-7091.436793,-1759.434018,95643.82073,95393.12817,-15418.31233,-4361.452299,-2411.887751,-6748.754425,96627.4068,83108.13434,,,,,,,,,,,,,-9918.064485,-8632.879319,-1455.858177,-3469.531726,-4250.684453,95413.86613,-13915.18302,-6438.591595,-419.7829112,-3584.938341,-5828.725459,97874.22132,-13903.85462,-6458.341245,-2050.257213,-6150.360227,63535.15505,32727.86739,,,,
2009/3/31,27,98750,85076.9291,13673.0709,,,,,,,,,,,,,,,-4331.540014,1776.585695,-6123.399054,-1936.336411,95691.61888,95415.01623,13528.01541,-2324.189865,-1952.199033,-7137.184402,96635.55789,85223.56494,,,,,,,,,,,,,3222.870881,9642.013841,-2196.426504,-2576.379015,-4779.428898,95437.3173,13885.13029,-3248.376128,-305.7368555,-3445.061451,-6032.172433,97896.21658,13878.84527,-3261.189963,-1544.598198,-6533.866635,63492.72439,32728.39666,,,,
2009/4/30,28,98067,88033.88243,10033.11757,,,,,,,,,,,,,,,2587.956862,-3032.687771,-5171.860671,-2090.09775,95740.57176,95437.10674,7791.650119,2362.609861,-1329.139541,-7401.171767,96643.05133,90274.7229,,,,,,,,,,,,,3574.229946,8180.07339,-2161.083209,-1752.533909,-5246.927627,95473.23373,6455.364265,3167.912504,-116.4993978,-3217.764253,-6138.22984,97916.21672,6452.383518,3155.368905,-935.1889191,-6788.944729,63457.23381,32728.89796,,,,
2009/5/31,29,82771,85499.28134,-2728.281342,,,,,,,,,,,,,,,154.2149958,-3897.019932,-4328.386215,-2220.081672,95790.55416,95459.39283,-10576.77254,4761.677346,-529.5545893,-7534.206662,96649.85645,93341.78361,,,,,,,,,,,,,-3179.682425,-1510.715356,-1368.712315,-1049.536912,-5639.954605,95519.548,-12747.94384,6482.965382,186.7454913,-2934.059393,-6150.806373,97934.09874,-12751.3648,6473.571887,-199.2420606,-6910.912912,63429.22429,32729.3775,,,,
2009/6/30,30,87574,86429.64203,1144.357972,,,,,,,,,,,,,,,-2230.620956,-1193.517281,-3662.00882,-2325.651816,95841.4409,95481.8676,-3174.216075,1208.794091,413.258649,-7529.764511,96655.92785,90742.10195,,,,,,,,,,,,,-1729.155673,282.5693104,-125.6975227,-483.336769,-5946.669592,95576.23895,-4514.78426,2204.117295,640.4506859,-2629.317076,-6076.214946,97949.7483,-4521.651914,2195.556727,644.1239327,-6894.647787,63409.19916,32729.84209,,,,
2009/7/31,31,96512,94976.30679,1535.693207,,,,,,,,,,,,,,,2502.809794,2138.197891,-3151.635864,-2406.171819,95893.10679,95504.5242,10666.07044,-4714.165386,1280.195556,-7381.262662,96661.16205,85842.75011,,,,,,,,,,,,,3595.782978,2350.552491,1119.156174,-38.55621753,-6156.844222,95641.83728,10941.84619,-5223.705606,1088.90199,-2336.525642,-5921.571236,97963.0543,10939.81258,-5231.27451,1409.526897,-6734.552871,63397.44726,32730.29947,,,,
2009/8/31,32,84269,99583.63728,-15314.63728,,,,,,,,,,,,,,,4915.164072,3937.695183,-2753.643283,-2461.005362,95945.42667,95527.35572,809.4967557,-7929.533532,1805.699653,-7082.106979,96665.4441,83466.6249,,,,,,,,,,,,,-208.7326622,-7256.428937,1957.25568,322.1623002,-6262.41915,95717.03154,2225.756281,-9517.950806,1358.756811,-2077.881647,-5693.59384,97973.9132,2218.615347,-9530.277593,1870.074502,-6424.520602,63393.75449,32730.75841,,,,
2009/9/30,33,77021,87919.08435,-10898.08435,,,,,,,,,,,,,,,-6099.720226,2935.734848,-2425.689543,-2489.51948,95998.27875,95550.3553,-10155.7123,-4648.333634,1782.913436,-6626.527353,96668.65985,87185.5885,,,,,,,,,,,,,-4947.482471,-10376.60196,2156.88949,646.1564375,-6257.601941,95799.52627,-8912.230495,-6082.747434,1283.791515,-1851.411262,-5398.617092,97982.21477,-8905.957359,-6096.920184,1848.195985,-5959.29153,63397.54275,32731.22815,,,,
2009/10/31,34,105758,84879.37725,20878.62275,,,,,,,,,,,,,,,-7020.428824,469.9092659,-2130.563225,-2491.101947,96051.56198,95573.51605,8481.009162,5378.56694,1241.636409,-6013.907664,96670.69515,97274.54829,,,,,,,,,,,,,8000.11453,5319.521529,1710.500208,977.9317617,-6139.293384,95889.19882,8024.246672,5576.661774,850.3815169,-1637.987589,-5043.163086,97987.86071,8024.557339,5577.202948,1365.79699,-5340.569101,63408.16002,32731.71801,,,,
2009/11/30,35,102851,90056.71368,12794.28632,,,,,,,,,,,,,,,7.479075598,-1758.464719,-1832.335439,-2465.175482,96105.21024,95596.83109,-690.3378253,11843.98994,282.3990889,-5256.48705,96671.43585,103530.1727,,,,,,,,,,,,,-5749.322832,16376.08824,798.6264781,1348.179716,-5907.112515,95984.49934,-2703.131615,13469.53375,137.0976366,-1409.080088,-4634.161554,97990.74187,-2716.844997,13486.66772,505.9896316,-4583.148823,63424.94968,32732.23744,,,,
2009/12/31,36,92131,92427.66318,-296.6631768,,,,,,,,,,,,,,,3371.606632,-3196.860789,-1495.077292,-2411.170742,96159.16537,95620.29354,-6560.888758,7329.011448,-921.1743654,-4386.716121,96670.7678,98679.70709,,,,,,,,,,,,,-3208.941311,3343.272243,-291.9922247,1766.221733,-5563.58271,96085.96947,-8119.950595,8365.960603,-798.4897818,-1128.318274,-4178.940066,97990.73811,-8134.785433,8385.137989,-587.3348676,-3716.005021,63447.25494,32732.79594,,,,
2010/1/31,37,92278,95078.4756,-2800.475596,,,,,,,,,,,,,,,5854.954227,-3576.330271,-1084.999159,-2328.518384,96213.36919,95643.89652,9159.023035,-8128.623266,-1979.49503,-3441.48158,96668.57684,83125.2219,,,,,,,,,,,,,13971.54901,-13730.97634,-1256.824106,2217.10877,-5113.990646,96191.05342,9861.425238,-9455.437693,-1659.616936,-770.8162042,-3685.297215,97987.74281,9869.913404,-9453.300772,-1577.74833,-2774.248673,63474.41926,32733.40299,,,,
2010/2/28,38,65200,93321.83947,-28121.83947,,,,,,,,,,,,,,,2620.055856,-2763.162384,-586.1684588,-2216.649067,96267.76352,95667.63315,-13210.06436,-13346.92253,-2450.905729,-2456.856213,96664.74883,78415.08324,,,,,,,,,,,,,-17242.92222,-10107.33519,-1846.499045,2663.665748,-4566.364539,96299.30609,-12406.3358,-14768.06647,-2118.778023,-327.3195401,-3161.146642,97981.64647,-12401.78935,-14757.98637,-2082.20159,-1793.012751,63505.78725,32734.0681,,,,
2010/3/31,39,107765,94450.74505,13314.25495,,,,,,,,,,,,,,,1432.041696,-1206.601596,-21.99181054,-2074.993447,96322.29021,95691.49654,15871.07065,-1278.399534,-2020.98495,-1465.855791,96659.16962,91883.98061,,,,,,,,,,,,,9712.15257,4440.568154,-1918.107046,3052.710592,-3931.228158,96408.88626,14650.44904,-538.6291232,-1896.248979,191.1763307,-2614.076708,97972.32944,14637.92088,-512.7116027,-1825.019531,-805.1807186,63540.70593,32734.80075,,,,
2010/4/30,40,105080,95327.79114,9752.208864,,,,,,,,,,,,,,,-274.323922,553.3819985,574.8241806,-1902.982183,96376.89107,95715.47983,-663.9147246,10465.71152,-880.5290618,-492.992794,96651.72506,105734.1217,,,,,,,,,,,,,1304.207092,8616.704163,-1464.248158,3324.494468,-3221.367628,96520.18461,-2436.699353,11998.11088,-1127.310244,737.7231961,-2051.526057,97959.70158,-2442.148607,12005.85953,-957.6849953,163.0322691,63578.52344,32735.6103,,,,
2010/5/31,41,95129,97073.67089,-1944.670886,,,,,,,,,,,,,,,-848.4605337,2019.096518,1171.57291,-1700.045932,96431.50793,95739.57612,-14823.30291,12217.2947,653.4130761,439.2941389,96642.301,109950.4934,,,,,,,,,,,,,-5696.580731,3838.785007,-615.6690157,3423.211487,-2451.47318,96630.67165,-15731.36656,13159.85171,-17.29514445,1255.108411,-1480.965948,97943.66753,-15725.72222,13135.52153,261.4343345,1087.065936,63618.58824,32736.50599,,,,
2010/6/30,42,100162,98702.51649,1459.483507,,,,,,,,,,,,,,,-925.8525384,2872.353987,1735.547772,-1465.61535,96486.08262,95763.77853,-1354.886376,1346.962121,2230.574598,1308.566368,96630.78329,101524.1573,,,,,,,,,,,,,763.9665264,599.0464337,389.3048389,3307.30674,-1637.726359,96740.07113,-1051.380227,1343.27037,1172.893977,1682.618165,-909.5364507,97924.13417,-1028.96235,1303.771862,1545.505764,1942.36371,63660.24897,32737.4968,,,,
2010/7/31,43,102944,101740.3868,1203.613206,,,,,,,,,,,,,,,1121.032747,3043.876016,2234.042163,-1199.121097,96540.55697,95788.0802,11570.70777,-10703.96741,3367.81661,2092.385256,96617.05777,91382.30659,,,,,,,,,,,,,6461.649301,-3792.021627,1267.687151,2957.254746,-797.3764898,96846.74737,12720.11459,-11387.41379,2098.46571,1955.769037,-343.9416636,97901.00612,12721.45555,-11430.40873,2495.466492,2704.368918,63702.85463,32738.5915,,,,
2010/8/31,44,84439,99333.46271,-14894.46271,,,,,,,,,,,,,,,-1812.735004,2816.261564,2635.057168,-899.9938291,96594.87281,95812.47422,-7116.959824,-11448.56742,3635.204779,2768.312162,96601.01031,91561.79883,,,,,,,,,,,,,-6356.757021,-10360.49302,1772.950213,2380.188215,51.75762397,96951.24193,-5917.227581,-12175.28946,2437.826834,2009.780813,209.7438114,97874.16558,-5930.572305,-12216.4515,2742.193719,3348.717413,63745.75737,32739.79849,,,,
2010/9/30,45,93062,103655.6797,-10593.67967,,,,,,,,,,,,,,,2635.810581,2027.604085,2910.957274,-567.664204,96648.97196,95836.95373,-9469.255955,-365.4530753,2993.734924,3320.447369,96582.52674,102530.5002,,,,,,,,,,,,,-2354.136198,-5905.855126,1768.985148,1610.173721,891.7014176,97051.07477,-8860.301805,-628.7857326,2149.613412,1810.428268,747.5554826,97843.49038,-8860.208655,-670.8483767,2207.732529,3856.595003,63788.2706,32741.12574,,,,
2010/10/31,46,121965,101866.777,20098.22303,,,,,,,,,,,,,,,1820.372271,504.2261508,3040.945197,-201.5628793,96702.79626,95861.51185,8328.076551,11644.59878,1671.784906,3759.046842,96561.49292,113634.3622,,,,,,,,,,,,,9944.889747,11194.0882,1270.424158,704.7809094,1704.899237,97145.95728,7884.093557,12231.24695,1373.166135,1400.495873,1267.136426,97808.86106,7885.688194,12170.55386,1107.237659,4230.526626,63829.48489,32742.58082,,,,
2010/11/30,47,110082,97083.41802,12998.58198,,,,,,,,,,,,,,,-1616.766915,-1260.738372,3005.765287,198.8704919,96756.28753,95886.14169,-3046.652424,12533.17132,-43.2190598,4100.905469,96537.7947,113127.3079,,,,,,,,,,,,,-6885.012553,17084.69252,435.2826123,-261.8358673,2474.610398,97234.26541,-4527.61351,13877.75837,341.1615741,855.7776301,1764.777645,97770.13829,-4534.604866,13804.03645,-291.4598475,4485.96234,63868.30658,32744.17085,,,,
2010/12/31,48,93313,93894.92714,-581.9271409,,,,,,,,,,,,,,,-3727.280794,-2607.537812,2787.409936,632.9482141,96809.3876,95910.83637,-7651.578491,1896.658158,-1806.215728,4362.818138,96511.31792,100965.9553,,,,,,,,,,,,,-4696.476994,-797.8725378,-486.8300588,-1207.921657,3185.414865,97316.67784,-8877.387044,2702.354787,-730.7973863,256.2719246,2235.376183,97727.18154,-8888.902223,2626.349299,-1708.664742,4640.457488,63903.53986,32745.90253,,,,
2011/1/31,49,94367,97710.57674,-3343.576738,,,,,,,,,,,,,,,403.3000284,-3022.615704,2373.288928,1094.565199,96862.03829,95935.58901,9777.565756,-13205.36292,-3248.731021,4561.579734,96481.94845,84589.45835,,,,,,,,,,,,,14414.10413,-17975.12988,-1232.607724,-2053.875016,3823.470931,97391.01123,10413.24991,-14536.73446,-1546.337041,-316.48034,2673.425795,97679.87614,10421.29857,-14615.65167,-2830.241153,4711.61225,63933.94461,32747.78203,,,,
2011/2/28,50,71466,99129.77261,-27663.77261,,,,,,,,,,,,,,,1471.881967,-2598.179333,1768.346763,1573.541775,96914.18144,95960.39273,-12698.04355,-12966.92249,-4032.59122,4713.984792,96449.57248,84163.8153,,,,,,,,,,,,,-15427.65172,-10606.55434,-1602.850332,-2731.408405,4376.984284,97457.39137,-11899.60081,-14637.97429,-1918.265804,-780.085948,3073.835117,97628.09173,-11898.52675,-14710.27611,-3357.416711,4716.988215,63958.26711,32749.81492,,,,
2011/3/31,51,113540,100434.0597,13105.94029,,,,,,,,,,,,,,,2004.10078,-1626.866696,1034.416244,2056.650502,96965.75887,95985.24065,14106.69432,2201.217875,-4017.366679,4835.375821,96414.07866,99432.63398,,,,,,,,,,,,,9003.830863,6892.750836,-1516.884157,-3190.628608,4836.374358,97514.61752,12674.65068,2695.905338,-1769.362197,-1065.475799,3432.615346,97571.66664,12667.96811,2625.89035,-3160.930017,4672.487656,63975.27166,32752.00626,,,,
